indicator,category,name,symbol,crash_type,precision,recall,f1,avg_lead_time,median_lead_time,false_alarm_rate,total_signals,true_positives,false_positives,detected_crashes,missed_crashes,total_crashes
M4,momentum,MACD Histogram Neg Flip,XRP,D,0.19230769230769232,0.47368421052631576,0.2735562310030395,12.3,12.0,0.8076923076923077,52,10,42,9,10,19
M4,momentum,MACD Histogram Neg Flip,XLM,ALL,0.2631578947368421,0.5384615384615384,0.3535353535353535,9.733333333333333,9.0,0.7368421052631579,57,15,42,14,12,26
M4,momentum,MACD Histogram Neg Flip,XLM,A,0.24561403508771928,0.8666666666666667,0.3827549947423765,8.214285714285714,4.0,0.7543859649122807,57,14,43,13,2,15
M4,momentum,MACD Histogram Neg Flip,XLM,B,0.22807017543859648,0.6190476190476191,0.3333333333333333,7.6923076923076925,8.0,0.7719298245614035,57,13,44,13,8,21
M4,momentum,MACD Histogram Neg Flip,XLM,C,0.12280701754385964,0.6,0.20388349514563103,13.571428571428571,16.0,0.8771929824561403,57,7,50,6,4,10
M4,momentum,MACD Histogram Neg Flip,XLM,D,0.19298245614035087,0.5882352941176471,0.29062087186261554,12.363636363636363,15.0,0.8070175438596491,57,11,46,10,7,17
M4,momentum,MACD Histogram Neg Flip,SUI,ALL,0.4166666666666667,0.5714285714285714,0.48192771084337344,10.3,11.5,0.5833333333333334,48,20,28,16,12,28
M4,momentum,MACD Histogram Neg Flip,SUI,A,0.3958333333333333,0.7,0.5057034220532319,9.578947368421053,9.0,0.6041666666666666,48,19,29,14,6,20
M4,momentum,MACD Histogram Neg Flip,SUI,B,0.3958333333333333,0.625,0.4846938775510204,10.157894736842104,12.0,0.6041666666666666,48,19,29,15,9,24
M4,momentum,MACD Histogram Neg Flip,SUI,C,0.14583333333333334,0.8571428571428571,0.24925816023738873,12.0,13.0,0.8541666666666666,48,7,41,6,1,7
M4,momentum,MACD Histogram Neg Flip,SUI,D,0.3125,0.7,0.4320987654320988,10.866666666666667,12.0,0.6875,48,15,33,14,6,20
M5,momentum,Stochastic %K/%D Cross (>80),BTC,ALL,0.17266187050359713,0.55,0.2628173220507715,9.916666666666666,10.0,0.8273381294964028,139,24,115,11,9,20
M5,momentum,Stochastic %K/%D Cross (>80),BTC,A,0.07913669064748201,0.6666666666666666,0.1414790996784566,13.272727272727273,14.0,0.920863309352518,139,11,128,6,3,9
M5,momentum,Stochastic %K/%D Cross (>80),BTC,B,0.15827338129496402,0.6666666666666666,0.25581395348837205,8.772727272727273,8.5,0.841726618705036,139,22,117,10,5,15
M5,momentum,Stochastic %K/%D Cross (>80),BTC,C,0.02877697841726619,0.2857142857142857,0.052287581699346414,13.75,14.5,0.9712230215827338,139,4,135,2,5,7
M5,momentum,Stochastic %K/%D Cross (>80),BTC,D,0.07913669064748201,0.5555555555555556,0.1385390428211587,11.545454545454545,12.0,0.920863309352518,139,11,128,5,4,9
M5,momentum,Stochastic %K/%D Cross (>80),ETH,ALL,0.4576271186440678,0.7419354838709677,0.5660893345487694,8.814814814814815,9.5,0.5423728813559322,118,54,64,23,8,31
M5,momentum,Stochastic %K/%D Cross (>80),ETH,A,0.2542372881355932,0.7368421052631579,0.37803780378037805,11.6,12.5,0.7457627118644068,118,30,88,14,5,19
M5,momentum,Stochastic %K/%D Cross (>80),ETH,B,0.4152542372881356,0.8,0.5467224546722455,9.26530612244898,10.0,0.5847457627118644,118,49,69,20,5,25
M5,momentum,Stochastic %K/%D Cross (>80),ETH,C,0.11864406779661017,0.6363636363636364,0.2,7.642857142857143,6.0,0.8813559322033898,118,14,104,7,4,11
M5,momentum,Stochastic %K/%D Cross (>80),ETH,D,0.2288135593220339,0.7058823529411765,0.3456,9.407407407407407,10.0,0.7711864406779662,118,27,91,12,5,17
M5,momentum,Stochastic %K/%D Cross (>80),SOL,ALL,0.591304347826087,0.8,0.68,10.058823529411764,10.0,0.40869565217391307,115,68,47,28,7,35
M5,momentum,Stochastic %K/%D Cross (>80),SOL,A,0.28695652173913044,0.7391304347826086,0.41341193809874727,9.818181818181818,9.0,0.7130434782608696,115,33,82,17,6,23
M5,momentum,Stochastic %K/%D Cross (>80),SOL,B,0.48695652173913045,0.78125,0.5999571459181487,9.696428571428571,9.0,0.5130434782608696,115,56,59,25,7,32
M5,momentum,Stochastic %K/%D Cross (>80),SOL,C,0.2,0.9166666666666666,0.3283582089552239,11.521739130434783,11.0,0.8,115,23,92,11,1,12
M5,momentum,Stochastic %K/%D Cross (>80),SOL,D,0.3652173913043478,0.76,0.493353941267388,9.595238095238095,10.0,0.6347826086956522,115,42,73,19,6,25
M5,momentum,Stochastic %K/%D Cross (>80),DOGE,ALL,0.575,0.6176470588235294,0.5955610357583231,10.391304347826088,11.5,0.425,80,46,34,21,13,34
M5,momentum,Stochastic %K/%D Cross (>80),DOGE,A,0.3375,0.5,0.40298507462686567,11.777777777777779,12.0,0.6625,80,27,53,13,13,26
M5,momentum,Stochastic %K/%D Cross (>80),DOGE,B,0.6375,0.6363636363636364,0.6369313113291702,10.411764705882353,11.0,0.3625,80,51,29,21,12,33
M5,momentum,Stochastic %K/%D Cross (>80),DOGE,C,0.075,0.7142857142857143,0.13574660633484162,8.666666666666666,10.0,0.925,80,6,74,5,2,7
M5,momentum,Stochastic %K/%D Cross (>80),DOGE,D,0.425,0.5833333333333334,0.49173553719008267,9.617647058823529,9.0,0.575,80,34,46,14,10,24
M5,momentum,Stochastic %K/%D Cross (>80),OP,ALL,0.5833333333333334,0.8125,0.6791044776119403,7.821428571428571,7.0,0.4166666666666667,96,56,40,26,6,32
M5,momentum,Stochastic %K/%D Cross (>80),OP,A,0.5104166666666666,0.7777777777777778,0.6163522012578616,10.489795918367347,11.0,0.4895833333333333,96,49,47,21,6,27
M5,momentum,Stochastic %K/%D Cross (>80),OP,B,0.625,0.8125,0.7065217391304348,8.266666666666667,7.5,0.375,96,60,36,26,6,32
M5,momentum,Stochastic %K/%D Cross (>80),OP,C,0.15625,0.8,0.26143790849673204,8.2,8.0,0.84375,96,15,81,4,1,5
M5,momentum,Stochastic %K/%D Cross (>80),OP,D,0.3958333333333333,0.6521739130434783,0.49265341400172863,9.631578947368421,9.0,0.6041666666666666,96,38,58,15,8,23
M5,momentum,Stochastic %K/%D Cross (>80),AVAX,ALL,0.6371681415929203,0.8,0.7093596059113301,10.0,10.0,0.36283185840707965,113,72,41,24,6,30
M5,momentum,Stochastic %K/%D Cross (>80),AVAX,A,0.4424778761061947,0.6666666666666666,0.5319148936170213,11.68,11.5,0.5575221238938053,113,50,63,16,8,24
M5,momentum,Stochastic %K/%D Cross (>80),AVAX,B,0.6106194690265486,0.7931034482758621,0.6900000000000001,10.043478260869565,10.0,0.3893805309734513,113,69,44,23,6,29
M5,momentum,Stochastic %K/%D Cross (>80),AVAX,C,0.17699115044247787,1.0,0.3007518796992481,10.8,10.5,0.8230088495575221,113,20,93,5,0,5
M5,momentum,Stochastic %K/%D Cross (>80),AVAX,D,0.40707964601769914,0.7727272727272727,0.5332424139106716,11.021739130434783,11.5,0.5929203539823009,113,46,67,17,5,22
M5,momentum,Stochastic %K/%D Cross (>80),XRP,ALL,0.4878048780487805,0.5161290322580645,0.5015673981191223,12.05,12.0,0.5121951219512195,82,40,42,16,15,31
M5,momentum,Stochastic %K/%D Cross (>80),XRP,A,0.24390243902439024,0.5,0.32786885245901637,14.35,16.0,0.7560975609756098,82,20,62,9,9,18
M5,momentum,Stochastic %K/%D Cross (>80),XRP,B,0.34146341463414637,0.4782608695652174,0.39844760672703755,12.25,13.0,0.6585365853658537,82,28,54,11,12,23
M5,momentum,Stochastic %K/%D Cross (>80),XRP,C,0.34146341463414637,0.8571428571428571,0.4883720930232558,12.392857142857142,13.0,0.6585365853658537,82,28,54,12,2,14
M5,momentum,Stochastic %K/%D Cross (>80),XRP,D,0.2682926829268293,0.47368421052631576,0.342560553633218,11.272727272727273,12.0,0.7317073170731707,82,22,60,9,10,19
M5,momentum,Stochastic %K/%D Cross (>80),XLM,ALL,0.43478260869565216,0.6923076923076923,0.5341246290801187,9.975,10.5,0.5652173913043478,92,40,52,18,8,26
M5,momentum,Stochastic %K/%D Cross (>80),XLM,A,0.22826086956521738,0.6,0.3307086614173228,12.095238095238095,13.0,0.7717391304347826,92,21,71,9,6,15
M5,momentum,Stochastic %K/%D Cross (>80),XLM,B,0.3695652173913043,0.7142857142857143,0.4871060171919771,10.676470588235293,11.0,0.6304347826086957,92,34,58,15,6,21
M5,momentum,Stochastic %K/%D Cross (>80),XLM,C,0.1956521739130435,0.8,0.314410480349345,7.833333333333333,5.5,0.8043478260869565,92,18,74,8,2,10
M5,momentum,Stochastic %K/%D Cross (>80),XLM,D,0.2608695652173913,0.5294117647058824,0.34951456310679613,9.541666666666666,9.0,0.7391304347826086,92,24,68,9,8,17
M5,momentum,Stochastic %K/%D Cross (>80),SUI,ALL,0.6617647058823529,0.6785714285714286,0.6700626959247649,9.955555555555556,11.0,0.3382352941176471,68,45,23,19,9,28
M5,momentum,Stochastic %K/%D Cross (>80),SUI,A,0.35294117647058826,0.65,0.4574780058651027,10.666666666666666,11.0,0.6470588235294118,68,24,44,13,7,20
M5,momentum,Stochastic %K/%D Cross (>80),SUI,B,0.6911764705882353,0.8333333333333334,0.7556270096463024,10.617021276595745,12.0,0.3088235294117647,68,47,21,20,4,24
M5,momentum,Stochastic %K/%D Cross (>80),SUI,C,0.25,0.8571428571428571,0.3870967741935483,11.294117647058824,12.0,0.75,68,17,51,6,1,7
M5,momentum,Stochastic %K/%D Cross (>80),SUI,D,0.5,0.65,0.5652173913043479,10.735294117647058,11.5,0.5,68,34,34,13,7,20
M6,momentum,CCI Extreme Reversal,BTC,ALL,0.2653061224489796,0.45,0.333808844507846,8.923076923076923,8.0,0.7346938775510204,49,13,36,9,11,20
M6,momentum,CCI Extreme Reversal,BTC,A,0.12244897959183673,0.5555555555555556,0.20066889632107024,10.666666666666666,12.0,0.8775510204081632,49,6,43,5,4,9
M6,momentum,CCI Extreme Reversal,BTC,B,0.24489795918367346,0.5333333333333333,0.3356643356643357,8.75,7.5,0.7551020408163265,49,12,37,8,7,15
M6,momentum,CCI Extreme Reversal,BTC,C,0.02040816326530612,0.14285714285714285,0.03571428571428571,12.0,12.0,0.9795918367346939,49,1,48,1,6,7
M6,momentum,CCI Extreme Reversal,BTC,D,0.16326530612244897,0.4444444444444444,0.23880597014925373,11.375,12.0,0.8367346938775511,49,8,41,4,5,9
M6,momentum,CCI Extreme Reversal,ETH,ALL,0.45652173913043476,0.45161290322580644,0.4540540540540541,9.761904761904763,10.0,0.5434782608695652,46,21,25,14,17,31
M6,momentum,CCI Extreme Reversal,ETH,A,0.2391304347826087,0.42105263157894735,0.30502599653379553,10.545454545454545,11.0,0.7608695652173914,46,11,35,8,11,19
M6,momentum,CCI Extreme Reversal,ETH,B,0.391304347826087,0.44,0.4142259414225941,8.5,7.5,0.6086956521739131,46,18,28,11,14,25
M6,momentum,CCI Extreme Reversal,ETH,C,0.10869565217391304,0.36363636363636365,0.16736401673640167,13.6,14.0,0.8913043478260869,46,5,41,4,7,11
M6,momentum,CCI Extreme Reversal,ETH,D,0.1956521739130435,0.35294117647058826,0.2517482517482518,10.0,9.0,0.8043478260869565,46,9,37,6,11,17
M6,momentum,CCI Extreme Reversal,SOL,ALL,0.6,0.5714285714285714,0.5853658536585366,10.266666666666667,10.0,0.4,50,30,20,20,15,35
M6,momentum,CCI Extreme Reversal,SOL,A,0.26,0.4782608695652174,0.336866902237927,7.615384615384615,6.0,0.74,50,13,37,11,12,23
M6,momentum,CCI Extreme Reversal,SOL,B,0.6,0.59375,0.5968586387434555,9.8,10.0,0.4,50,30,20,19,13,32
M6,momentum,CCI Extreme Reversal,SOL,C,0.32,0.6666666666666666,0.43243243243243246,10.0625,8.5,0.68,50,16,34,8,4,12
M6,momentum,CCI Extreme Reversal,SOL,D,0.32,0.48,0.38399999999999995,10.375,9.5,0.68,50,16,34,12,13,25
M6,momentum,CCI Extreme Reversal,DOGE,ALL,0.47619047619047616,0.4411764705882353,0.4580152671755725,11.55,11.5,0.5238095238095238,42,20,22,15,19,34
M6,momentum,CCI Extreme Reversal,DOGE,A,0.35714285714285715,0.5,0.41666666666666663,10.133333333333333,9.0,0.6428571428571429,42,15,27,13,13,26
M6,momentum,CCI Extreme Reversal,DOGE,B,0.5238095238095238,0.45454545454545453,0.4867256637168142,10.409090909090908,10.5,0.47619047619047616,42,22,20,15,18,33
M6,momentum,CCI Extreme Reversal,DOGE,C,0.07142857142857142,0.2857142857142857,0.1142857142857143,11.333333333333334,11.0,0.9285714285714286,42,3,39,2,5,7
M6,momentum,CCI Extreme Reversal,DOGE,D,0.3333333333333333,0.4166666666666667,0.3703703703703704,12.214285714285714,13.0,0.6666666666666666,42,14,28,10,14,24
M6,momentum,CCI Extreme Reversal,OP,ALL,0.5348837209302325,0.4375,0.48131539611360236,8.347826086956522,7.0,0.46511627906976744,43,23,20,14,18,32
M6,momentum,CCI Extreme Reversal,OP,A,0.5581395348837209,0.6296296296296297,0.5917331399564902,9.25,7.5,0.4418604651162791,43,24,19,17,10,27
M6,momentum,CCI Extreme Reversal,OP,B,0.6046511627906976,0.46875,0.5280974949221395,9.115384615384615,7.0,0.3953488372093023,43,26,17,15,17,32
M6,momentum,CCI Extreme Reversal,OP,C,0.16279069767441862,1.0,0.28,10.714285714285714,8.0,0.8372093023255814,43,7,36,5,0,5
M6,momentum,CCI Extreme Reversal,OP,D,0.4418604651162791,0.5652173913043478,0.4959839357429719,9.736842105263158,9.0,0.5581395348837209,43,19,24,13,10,23
M6,momentum,CCI Extreme Reversal,AVAX,ALL,0.5853658536585366,0.5666666666666667,0.5758645024700071,9.458333333333334,6.5,0.4146341463414634,41,24,17,17,13,30
M6,momentum,CCI Extreme Reversal,AVAX,A,0.4634146341463415,0.6666666666666666,0.5467625899280576,9.263157894736842,7.0,0.5365853658536586,41,19,22,16,8,24
M6,momentum,CCI Extreme Reversal,AVAX,B,0.6097560975609756,0.6206896551724138,0.6151742993848257,8.6,6.0,0.3902439024390244,41,25,16,18,11,29
M6,momentum,CCI Extreme Reversal,AVAX,C,0.17073170731707318,0.8,0.2814070351758794,11.857142857142858,13.0,0.8292682926829268,41,7,34,4,1,5
M6,momentum,CCI Extreme Reversal,AVAX,D,0.4634146341463415,0.5909090909090909,0.519453207150368,10.894736842105264,9.0,0.5365853658536586,41,19,22,13,9,22
M6,momentum,CCI Extreme Reversal,XRP,ALL,0.4222222222222222,0.5161290322580645,0.46447669977081735,11.0,10.0,0.5777777777777777,45,19,26,16,15,31
M6,momentum,CCI Extreme Reversal,XRP,A,0.3111111111111111,0.5,0.3835616438356164,11.714285714285714,13.0,0.6888888888888889,45,14,31,9,9,18
M6,momentum,CCI Extreme Reversal,XRP,B,0.3111111111111111,0.391304347826087,0.34662998624484187,10.714285714285714,10.5,0.6888888888888889,45,14,31,9,14,23
M6,momentum,CCI Extreme Reversal,XRP,C,0.3333333333333333,0.7857142857142857,0.4680851063829786,10.333333333333334,10.0,0.6666666666666666,45,15,30,11,3,14
M6,momentum,CCI Extreme Reversal,XRP,D,0.24444444444444444,0.42105263157894735,0.3093145869947276,9.363636363636363,6.0,0.7555555555555555,45,11,34,8,11,19
M6,momentum,CCI Extreme Reversal,XLM,ALL,0.37777777777777777,0.5384615384615384,0.4440298507462686,11.058823529411764,13.0,0.6222222222222222,45,17,28,14,12,26
M6,momentum,CCI Extreme Reversal,XLM,A,0.17777777777777778,0.4666666666666667,0.2574712643678161,7.5,7.5,0.8222222222222222,45,8,37,7,8,15
M6,momentum,CCI Extreme Reversal,XLM,B,0.3333333333333333,0.5238095238095238,0.40740740740740733,10.533333333333333,11.0,0.6666666666666666,45,15,30,11,10,21
M6,momentum,CCI Extreme Reversal,XLM,C,0.13333333333333333,0.5,0.2105263157894737,8.0,7.0,0.8666666666666667,45,6,39,5,5,10
M6,momentum,CCI Extreme Reversal,XLM,D,0.15555555555555556,0.29411764705882354,0.20348837209302326,10.285714285714286,10.0,0.8444444444444444,45,7,38,5,12,17
M6,momentum,CCI Extreme Reversal,SUI,ALL,0.5862068965517241,0.42857142857142855,0.49514563106796117,8.117647058823529,8.0,0.41379310344827586,29,17,12,12,16,28
M6,momentum,CCI Extreme Reversal,SUI,A,0.4827586206896552,0.45,0.4658040665434381,10.857142857142858,11.0,0.5172413793103449,29,14,15,9,11,20
M6,momentum,CCI Extreme Reversal,SUI,B,0.6206896551724138,0.5416666666666666,0.5784919653893696,10.277777777777779,10.0,0.3793103448275862,29,18,11,13,11,24
M6,momentum,CCI Extreme Reversal,SUI,C,0.27586206896551724,0.5714285714285714,0.37209302325581395,12.125,13.0,0.7241379310344828,29,8,21,4,3,7
M6,momentum,CCI Extreme Reversal,SUI,D,0.5862068965517241,0.6,0.5930232558139535,11.941176470588236,10.0,0.41379310344827586,29,17,12,12,8,20
M7,momentum,Williams %R Overbought Exit,BTC,ALL,0.17391304347826086,0.55,0.26426426426426425,8.45,8.0,0.8260869565217391,115,20,95,11,9,20
M7,momentum,Williams %R Overbought Exit,BTC,A,0.08695652173913043,0.6666666666666666,0.15384615384615383,10.7,11.5,0.9130434782608695,115,10,105,6,3,9
M7,momentum,Williams %R Overbought Exit,BTC,B,0.16521739130434782,0.6666666666666666,0.2648083623693379,7.578947368421052,6.0,0.8347826086956521,115,19,96,10,5,15
M7,momentum,Williams %R Overbought Exit,BTC,C,0.02608695652173913,0.2857142857142857,0.047808764940239036,11.333333333333334,12.0,0.9739130434782609,115,3,112,2,5,7
M7,momentum,Williams %R Overbought Exit,BTC,D,0.08695652173913043,0.5555555555555556,0.15037593984962408,11.7,12.0,0.9130434782608695,115,10,105,5,4,9
M7,momentum,Williams %R Overbought Exit,ETH,ALL,0.42424242424242425,0.7096774193548387,0.5310344827586206,8.571428571428571,10.0,0.5757575757575758,99,42,57,22,9,31
M7,momentum,Williams %R Overbought Exit,ETH,A,0.26262626262626265,0.7368421052631579,0.3872340425531915,10.23076923076923,11.0,0.7373737373737373,99,26,73,14,5,19
M7,momentum,Williams %R Overbought Exit,ETH,B,0.3939393939393939,0.8,0.5279187817258885,8.102564102564102,10.0,0.6060606060606061,99,39,60,20,5,25
M7,momentum,Williams %R Overbought Exit,ETH,C,0.13131313131313133,0.6363636363636364,0.21770334928229665,8.76923076923077,11.0,0.8686868686868687,99,13,86,7,4,11
M7,momentum,Williams %R Overbought Exit,ETH,D,0.20202020202020202,0.6470588235294118,0.3079076277116865,9.85,10.5,0.797979797979798,99,20,79,11,6,17
M7,momentum,Williams %R Overbought Exit,SOL,ALL,0.5445544554455446,0.7714285714285715,0.6384350816852967,10.472727272727273,10.0,0.45544554455445546,101,55,46,27,8,35
M7,momentum,Williams %R Overbought Exit,SOL,A,0.32673267326732675,0.7391304347826086,0.4531502423263328,9.606060606060606,8.0,0.6732673267326733,101,33,68,17,6,23
M7,momentum,Williams %R Overbought Exit,SOL,B,0.5346534653465347,0.8125,0.6449242076251723,9.481481481481481,9.0,0.46534653465346537,101,54,47,26,6,32
M7,momentum,Williams %R Overbought Exit,SOL,C,0.18811881188118812,0.8333333333333334,0.3069466882067851,10.736842105263158,10.0,0.8118811881188119,101,19,82,10,2,12
M7,momentum,Williams %R Overbought Exit,SOL,D,0.32673267326732675,0.76,0.45699708454810495,10.787878787878787,11.0,0.6732673267326733,101,33,68,19,6,25
M7,momentum,Williams %R Overbought Exit,DOGE,ALL,0.55,0.6176470588235294,0.5818639798488665,11.136363636363637,11.5,0.45,80,44,36,21,13,34
M7,momentum,Williams %R Overbought Exit,DOGE,A,0.325,0.5,0.393939393939394,10.807692307692308,10.5,0.675,80,26,54,13,13,26
M7,momentum,Williams %R Overbought Exit,DOGE,B,0.625,0.6363636363636364,0.6306306306306306,10.6,11.0,0.375,80,50,30,21,12,33
M7,momentum,Williams %R Overbought Exit,DOGE,C,0.0875,0.7142857142857143,0.155902004454343,11.142857142857142,11.0,0.9125,80,7,73,5,2,7
M7,momentum,Williams %R Overbought Exit,DOGE,D,0.3875,0.5416666666666666,0.45179372197309414,10.67741935483871,11.0,0.6125,80,31,49,13,11,24
M7,momentum,Williams %R Overbought Exit,OP,ALL,0.57,0.8125,0.6699819168173599,7.7894736842105265,7.0,0.43,100,57,43,26,6,32
M7,momentum,Williams %R Overbought Exit,OP,A,0.51,0.8518518518518519,0.6380201251019854,9.803921568627452,9.0,0.49,100,51,49,23,4,27
M7,momentum,Williams %R Overbought Exit,OP,B,0.62,0.84375,0.7147736976942782,8.096774193548388,7.0,0.38,100,62,38,27,5,32
M7,momentum,Williams %R Overbought Exit,OP,C,0.18,1.0,0.3050847457627119,9.277777777777779,8.5,0.82,100,18,82,5,0,5
M7,momentum,Williams %R Overbought Exit,OP,D,0.37,0.7391304347826086,0.49313994511956094,10.324324324324325,10.0,0.63,100,37,63,17,6,23
M7,momentum,Williams %R Overbought Exit,AVAX,ALL,0.5495495495495496,0.8,0.6515353805073433,9.442622950819672,9.0,0.45045045045045046,111,61,50,24,6,30
M7,momentum,Williams %R Overbought Exit,AVAX,A,0.4144144144144144,0.6666666666666666,0.5111111111111111,10.76086956521739,11.0,0.5855855855855856,111,46,65,16,8,24
M7,momentum,Williams %R Overbought Exit,AVAX,B,0.5405405405405406,0.7931034482758621,0.6429070580013976,8.916666666666666,8.0,0.4594594594594595,111,60,51,23,6,29
M7,momentum,Williams %R Overbought Exit,AVAX,C,0.12612612612612611,1.0,0.22399999999999998,11.214285714285714,11.5,0.8738738738738738,111,14,97,5,0,5
M7,momentum,Williams %R Overbought Exit,AVAX,D,0.38738738738738737,0.7727272727272727,0.5160607130250617,11.116279069767442,11.0,0.6126126126126126,111,43,68,17,5,22
M7,momentum,Williams %R Overbought Exit,XRP,ALL,0.38461538461538464,0.5806451612903226,0.46272493573264784,12.257142857142858,14.0,0.6153846153846154,91,35,56,18,13,31
M7,momentum,Williams %R Overbought Exit,XRP,A,0.23076923076923078,0.6111111111111112,0.3350253807106599,11.80952380952381,12.0,0.7692307692307693,91,21,70,11,7,18
M7,momentum,Williams %R Overbought Exit,XRP,B,0.2967032967032967,0.5652173913043478,0.38913525498891355,11.148148148148149,11.0,0.7032967032967034,91,27,64,13,10,23
M7,momentum,Williams %R Overbought Exit,XRP,C,0.26373626373626374,0.8571428571428571,0.4033613445378151,10.833333333333334,10.0,0.7362637362637363,91,24,67,12,2,14
M7,momentum,Williams %R Overbought Exit,XRP,D,0.21978021978021978,0.631578947368421,0.3260869565217391,11.25,12.0,0.7802197802197802,91,20,71,12,7,19
M7,momentum,Williams %R Overbought Exit,XLM,ALL,0.37362637362637363,0.6923076923076923,0.48532910388580497,9.676470588235293,9.0,0.6263736263736264,91,34,57,18,8,26
M7,momentum,Williams %R Overbought Exit,XLM,A,0.2087912087912088,0.6666666666666666,0.3179916317991632,10.736842105263158,10.0,0.7912087912087912,91,19,72,10,5,15
M7,momentum,Williams %R Overbought Exit,XLM,B,0.34065934065934067,0.7619047619047619,0.4708115804461319,9.419354838709678,9.0,0.6593406593406593,91,31,60,16,5,21
M7,momentum,Williams %R Overbought Exit,XLM,C,0.17582417582417584,0.8,0.28828828828828834,8.9375,7.5,0.8241758241758241,91,16,75,8,2,10
M7,momentum,Williams %R Overbought Exit,XLM,D,0.2087912087912088,0.5294117647058824,0.29947460595446584,8.736842105263158,7.0,0.7912087912087912,91,19,72,9,8,17
M7,momentum,Williams %R Overbought Exit,SUI,ALL,0.6197183098591549,0.7857142857142857,0.6929133858267716,9.613636363636363,9.5,0.38028169014084506,71,44,27,22,6,28
M7,momentum,Williams %R Overbought Exit,SUI,A,0.38028169014084506,0.75,0.5046728971962617,10.666666666666666,11.0,0.6197183098591549,71,27,44,15,5,20
M7,momentum,Williams %R Overbought Exit,SUI,B,0.6338028169014085,0.875,0.7351225204200701,9.644444444444444,9.0,0.36619718309859156,71,45,26,21,3,24
M7,momentum,Williams %R Overbought Exit,SUI,C,0.2112676056338028,1.0,0.3488372093023256,12.333333333333334,14.0,0.7887323943661971,71,15,56,7,0,7
M7,momentum,Williams %R Overbought Exit,SUI,D,0.43661971830985913,0.65,0.5223590408295529,11.35483870967742,12.0,0.5633802816901409,71,31,40,13,7,20
M8,momentum,ROC Negative Turn,BTC,ALL,0.2932330827067669,0.95,0.4481403084366495,9.512820512820513,10.0,0.706766917293233,133,39,94,19,1,20
